taxonomy_type,raw_snapshot,raw_name,canonical_name,canonical_targets,mapping_strategy,mapping_confidence,needs_review,auto_decision,decision_reason,row_count,source_count,sources
family,2020-08-19,Containers: Tubes,Containers: Tubes,Containers: Tubes,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,84,1,bgg-reviews-jvanelteren
family,2020-08-19,Containers: Unique Shape,Containers: Unique Shape,Containers: Unique Shape,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,26,1,bgg-reviews-jvanelteren
family,2020-08-19,Containers: Video Tape Boxes,Containers: Video Tape Boxes,Containers: Video Tape Boxes,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,19,1,bgg-reviews-jvanelteren
family,2020-08-19,Containers: Zippered Pouch,Containers: Zippered Pouch,Containers: Zippered Pouch,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2020-08-19,Contests: 18 Card Microgame,Contests: 18 Card Microgame,Contests: 18 Card Microgame,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2020-08-19,Contests: 54-Card Game Design,Contests: 54-Card Game Design,Contests: 54-Card Game Design,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2020-08-19,Contests: 9 Card Nanogame PnP,Contests: 9 Card Nanogame PnP,Contests: 9 Card Nanogame PnP,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,17,1,bgg-reviews-jvanelteren
family,2020-08-19,Contests: Button Shy Game Design Contests and Challenges,Contests: Button Shy Game Design Contests and Challenges,Contests: Button Shy Game Design Contests and Challenges,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,16,1,bgg-reviews-jvanelteren
family,2020-08-19,Contests: Children's Game PNP Design,Contests: Children's Game PNP Design,Contests: Children's Game PNP Design,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Contests: Edition Läufer,Contests: Edition Läufer,Contests: Edition Läufer,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2020-08-19,Contests: Fastaval Design Competition,Contests: Fastaval Design Competition,Contests: Fastaval Design Competition,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,15,1,bgg-reviews-jvanelteren
family,2020-08-19,Contests: Gen Can't Roll & Write,Contests: Gen Can't Roll & Write,Contests: Gen Can't Roll & Write,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2020-08-19,Contests: Miglior Gioco Inedito,Contests: Miglior Gioco Inedito,Contests: Miglior Gioco Inedito,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,10,1,bgg-reviews-jvanelteren
family,2020-08-19,Contests: Mint Tin Design,Contests: Mint Tin Design,Contests: Mint Tin Design,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Contests: Rio Grande Games Design,Contests: Rio Grande Games Design,Contests: Rio Grande Games Design,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2020-08-19,Contests: Solitaire Print & Play,Contests: Solitaire Print & Play,Contests: Solitaire Print & Play,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,40,1,bgg-reviews-jvanelteren
family,2020-08-19,Continents: Africa,Continents: Africa,Continents: Africa,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,65,1,bgg-reviews-jvanelteren
family,2020-08-19,Continents: Antarctica,Continents: Antarctica,Continents: Antarctica,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,15,1,bgg-reviews-jvanelteren
family,2020-08-19,Continents: Asia,Continents: Asia,Continents: Asia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,77,1,bgg-reviews-jvanelteren
family,2020-08-19,Continents: Europe,Continents: Europe,Continents: Europe,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,148,1,bgg-reviews-jvanelteren
family,2020-08-19,Continents: North America,Continents: North America,Continents: North America,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,12,1,bgg-reviews-jvanelteren
family,2020-08-19,Continents: South America,Continents: South America,Continents: South America,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,8,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Afghanistan,Country: Afghanistan,Country: Afghanistan,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,10,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Albania,Country: Albania,Country: Albania,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Algeria,Country: Algeria,Country: Algeria,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,6,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Andorra,Country: Andorra,Country: Andorra,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Angola,Country: Angola,Country: Angola,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Argentina,Country: Argentina,Country: Argentina,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,14,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Australia,Country: Australia,Country: Australia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,36,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Austria,Country: Austria,Country: Austria,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,54,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Austria-Hungary,Country: Austria-Hungary,Country: Austria-Hungary,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,8,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Bahamas,Country: Bahamas,Country: Bahamas,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Bahrain,Country: Bahrain,Country: Bahrain,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Belarus,Country: Belarus,Country: Belarus,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,18,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Belgium,Country: Belgium,Country: Belgium,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,123,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Bhutan,Country: Bhutan,Country: Bhutan,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Bolivia,Country: Bolivia,Country: Bolivia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Bosnia and Herzegovina,Country: Bosnia and Herzegovina,Country: Bosnia and Herzegovina,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Botswana,Country: Botswana,Country: Botswana,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Brazil,Country: Brazil,Country: Brazil,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,10,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Bulgaria,Country: Bulgaria,Country: Bulgaria,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Burma,Country: Burma,Country: Burma,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Cambodia,Country: Cambodia,Country: Cambodia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,8,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Canada,Country: Canada,Country: Canada,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,37,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Cape Verde,Country: Cape Verde,Country: Cape Verde,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Chad,Country: Chad,Country: Chad,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Chile,Country: Chile,Country: Chile,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,18,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: China,Country: China,Country: China,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,98,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Colombia,Country: Colombia,Country: Colombia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Costa Rica,Country: Costa Rica,Country: Costa Rica,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Croatia,Country: Croatia,Country: Croatia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Cuba,Country: Cuba,Country: Cuba,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,11,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Cyprus,Country: Cyprus,Country: Cyprus,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Czech Republic,Country: Czech Republic,Country: Czech Republic,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,18,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Czechoslovakia,Country: Czechoslovakia,Country: Czechoslovakia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Democratic Republic of the Congo,Country: Democratic Republic of the Congo,Country: Democratic Republic of the Congo,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Denmark,Country: Denmark,Country: Denmark,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,15,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Dominican Republic,Country: Dominican Republic,Country: Dominican Republic,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Ecuador,Country: Ecuador,Country: Ecuador,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Egypt,Country: Egypt,Country: Egypt,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,134,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: El Salvador,Country: El Salvador,Country: El Salvador,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: England,Country: England,Country: England,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,124,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Eritrea,Country: Eritrea,Country: Eritrea,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Estonia,Country: Estonia,Country: Estonia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,17,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Ethiopia,Country: Ethiopia,Country: Ethiopia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Finland,Country: Finland,Country: Finland,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,42,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: France,Country: France,Country: France,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,295,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Germany,Country: Germany,Country: Germany,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,225,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Great Britain,Country: Great Britain,Country: Great Britain,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,19,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Greece,Country: Greece,Country: Greece,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,119,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Guatemala,Country: Guatemala,Country: Guatemala,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,10,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Haiti,Country: Haiti,Country: Haiti,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Honduras,Country: Honduras,Country: Honduras,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Hong Kong,Country: Hong Kong,Country: Hong Kong,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,4,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Hungary,Country: Hungary,Country: Hungary,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,26,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Iceland,Country: Iceland,Country: Iceland,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Inca Empire,Country: Inca Empire,Country: Inca Empire,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,6,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: India,Country: India,Country: India,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,44,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Indonesia,Country: Indonesia,Country: Indonesia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,16,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Iran,Country: Iran,Country: Iran,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,17,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Iraq,Country: Iraq,Country: Iraq,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,17,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Ireland,Country: Ireland,Country: Ireland,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,14,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Israel,Country: Israel,Country: Israel,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,31,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Italy,Country: Italy,Country: Italy,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,157,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Jamaica,Country: Jamaica,Country: Jamaica,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Japan,Country: Japan,Country: Japan,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,222,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Jordan,Country: Jordan,Country: Jordan,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,11,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Kenya,Country: Kenya,Country: Kenya,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,8,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Kiribati,Country: Kiribati,Country: Kiribati,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Korea,Country: Korea,Country: Korea,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,30,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Kuwait,Country: Kuwait,Country: Kuwait,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Laos,Country: Laos,Country: Laos,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Latvia,Country: Latvia,Country: Latvia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Lebanon,Country: Lebanon,Country: Lebanon,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,11,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Liberia,Country: Liberia,Country: Liberia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Libya,Country: Libya,Country: Libya,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,28,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Lithuania,Country: Lithuania,Country: Lithuania,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,8,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Luxembourg,Country: Luxembourg,Country: Luxembourg,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,26,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Macao,Country: Macao,Country: Macao,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Madagascar,Country: Madagascar,Country: Madagascar,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Malaysia,Country: Malaysia,Country: Malaysia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Mali,Country: Mali,Country: Mali,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Malta,Country: Malta,Country: Malta,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,6,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Mexico,Country: Mexico,Country: Mexico,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,46,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Moldova,Country: Moldova,Country: Moldova,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Monaco,Country: Monaco,Country: Monaco,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Mongolia,Country: Mongolia,Country: Mongolia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Morocco,Country: Morocco,Country: Morocco,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Namibia,Country: Namibia,Country: Namibia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: New Zealand,Country: New Zealand,Country: New Zealand,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,9,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Nicaragua,Country: Nicaragua,Country: Nicaragua,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Nigeria,Country: Nigeria,Country: Nigeria,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Norway,Country: Norway,Country: Norway,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,24,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Ottoman Empire,Country: Ottoman Empire,Country: Ottoman Empire,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,11,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Pakistan,Country: Pakistan,Country: Pakistan,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Panama,Country: Panama,Country: Panama,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Papal States,Country: Papal States,Country: Papal States,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Papua New Guinea,Country: Papua New Guinea,Country: Papua New Guinea,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,5,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Paraguay,Country: Paraguay,Country: Paraguay,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Peru,Country: Peru,Country: Peru,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,11,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Philippines,Country: Philippines,Country: Philippines,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,13,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Poland,Country: Poland,Country: Poland,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,83,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Portugal,Country: Portugal,Country: Portugal,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,64,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Prussia,Country: Prussia,Country: Prussia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,20,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Puerto Rico,Country: Puerto Rico,Country: Puerto Rico,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Qatar,Country: Qatar,Country: Qatar,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,3,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Romania,Country: Romania,Country: Romania,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,14,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Russia,Country: Russia,Country: Russia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,177,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Saudi Arabia,Country: Saudi Arabia,Country: Saudi Arabia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Scotland,Country: Scotland,Country: Scotland,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,31,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Senegal,Country: Senegal,Country: Senegal,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Serbia,Country: Serbia,Country: Serbia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,9,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Singapore,Country: Singapore,Country: Singapore,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,10,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Slovakia,Country: Slovakia,Country: Slovakia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Slovenia,Country: Slovenia,Country: Slovenia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Solomon Islands,Country: Solomon Islands,Country: Solomon Islands,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,17,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Somalia,Country: Somalia,Country: Somalia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: South Africa,Country: South Africa,Country: South Africa,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,10,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Soviet Union,Country: Soviet Union,Country: Soviet Union,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,120,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Spain,Country: Spain,Country: Spain,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,107,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Sri Lanka,Country: Sri Lanka,Country: Sri Lanka,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Sudan,Country: Sudan,Country: Sudan,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Sweden,Country: Sweden,Country: Sweden,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,42,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Switzerland,Country: Switzerland,Country: Switzerland,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,15,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Syria,Country: Syria,Country: Syria,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,23,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Taiwan,Country: Taiwan,Country: Taiwan,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,14,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Tanzania,Country: Tanzania,Country: Tanzania,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,9,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Thailand,Country: Thailand,Country: Thailand,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,6,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: The Netherlands,Country: The Netherlands,Country: The Netherlands,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,65,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Tonga,Country: Tonga,Country: Tonga,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Trinidad and Tobago,Country: Trinidad and Tobago,Country: Trinidad and Tobago,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Tunisia,Country: Tunisia,Country: Tunisia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,15,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Turkey,Country: Turkey,Country: Turkey,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,30,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: USA,Country: USA,Country: USA,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,366,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Uganda,Country: Uganda,Country: Uganda,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Ukraine,Country: Ukraine,Country: Ukraine,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,39,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: United Arab Emirates,Country: United Arab Emirates,Country: United Arab Emirates,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: United Kingdom,Country: United Kingdom,Country: United Kingdom,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,59,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Uruguay,Country: Uruguay,Country: Uruguay,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,7,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Uzbekistan,Country: Uzbekistan,Country: Uzbekistan,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,4,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Vanuatu,Country: Vanuatu,Country: Vanuatu,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2,1,bgg-reviews-jvanelteren
family,2020-08-19,Country: Venezuela,Country: Venezuela,Country: Venezuela,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,3,1,bgg-reviews-jvanelteren
